prompt,julia code
"###Prompt:
Translate the problem below into this DSL:

maximize sE
# Variable: None
# State: sE
# Control: u, LN, N, g
# Dynamics
sE'(t) = ((28 / 74) - (N * -80)),
# Initial Conditions
,
# Final Conditions
sE(74) = 26,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
LN(t) <= 64
N(t) => -37
-55 <= g(t) <= 36
pu(sE) = ((s * 12) - (-95 + -63)), x(sE) = ((-24 - s) - (-10 * -94)), ","###DSL:
pu(sE) = ((s * 12) - (-95 + -63))
x(sE) = ((-24 - s) - (-10 * -94))

@def begin
    t ∈ [40, 74], time
    sE ∈ R, state
    u = (LN, N, g) ∈ R³, control

    # Dynamics
    ∂(sE)(t) == ((28 / 74) - (N * -80))

    # Initial Conditions

    # Final Conditions
    sE(74) == 26

    # State Constraints

    # Variable Constraints

    # Control Constraints
    LN(t) ≤ 64
    N(t) ≥ -37
    -55 ≤ g(t) ≤ 36

    # Objective
    sE => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize s
# Variable: None
# State: s, eg, Ri
# Control: u, Xr, iu, q
# Dynamics
eg'(t) = ((u + -45) / (100 - 78)),
# Initial Conditions
Ri(94) = -71,
# Final Conditions
Ri(98) = 98,
# State Constraints
Ri(t) <= 83,
# Variable Constraints
,
# Control Constraints

","###DSL:

@def begin
    t ∈ [94, 98], time
    s = (eg, Ri) ∈ R², state
    u = (Xr, iu, q) ∈ R³, control

    # Dynamics
    ∂(eg)(t) == ((u + -45) / (100 - 78))

    # Initial Conditions
    Ri(94) == -71

    # Final Conditions
    Ri(98) == 98

    # State Constraints
    Ri(t) ≤ 83

    # Variable Constraints

    # Control Constraints

    # Objective
    s => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize j
# Variable: tf
# State: s, la, b, j
# Control: u, dz, yM
# Dynamics
la'(t) = ((u * 49) * (-35 / -25))
j'(t) = ((-86 / -80) * (d + d)),
# Initial Conditions
la(2) = Nw
j(2) = Nw,
# Final Conditions
la(tf) = Nw
j(tf) = 60,
# State Constraints
la(t) => Nw
b(t) <= 38,
# Variable Constraints
,
# Control Constraints
Nw => dz(t) => 31
yM(t) <= 57
where Nw = ((74 * 79) * (-30 - -58))","###DSL:
Nw = ((74 * 79) * (-30 - -58))

@def begin
    tf ∈ R, variable
    t ∈ [2, tf], time
    s = (la, b, j) ∈ R³, state
    u = (dz, yM) ∈ R², control

    # Dynamics
    ∂(la)(t) == ((u * 49) * (-35 / -25))
    ∂(j)(t) == ((-86 / -80) * (d + d))

    # Initial Conditions
    la(2) == Nw
    j(2) == Nw

    # Final Conditions
    la(tf) == Nw
    j(tf) == 60

    # State Constraints
    la(t) ≥ Nw
    b(t) ≤ 38

    # Variable Constraints
    tf ≥ 2

    # Control Constraints
    Nw ≥ dz(t) ≥ 31
    yM(t) ≤ 57

    # Objective
    j => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (u + x)
# Variable: x
# State: s, GU, A
# Control: u, LM, C, vq
# Dynamics
GU'(t) = ((u - P) - (61 - 49)),
# Initial Conditions
GU(30) = -96
A(30) = 25,
# Final Conditions
,
# State Constraints
GU(t) => XO,
# Variable Constraints
x => 69,
# Control Constraints
-18 => LM(t) => -66
C(t) <= T
-5 <= vq(t) <= P
where XO = 68, R = -87, P = ((XO * XO) * (R * R)), T = ((XO / XO) / (XO + 94))I(GU) = ((-87 + 45) - (T / -35)), y(GU) = ((53 / G) * (-81 / R)), O(A) = ((-39 / P) - (P + 13)), ","###DSL:
XO = 68
R = -87
P = ((XO * XO) * (R * R))
T = ((XO / XO) / (XO + 94))
I(GU) = ((-87 + 45) - (T / -35))
y(GU) = ((53 / G) * (-81 / R))
O(A) = ((-39 / P) - (P + 13))

@def begin
    x ∈ R, variable
    t ∈ [30, 37], time
    s = (GU, A) ∈ R², state
    u = (LM, C, vq) ∈ R³, control

    # Dynamics
    ∂(GU)(t) == ((u - P) - (61 - 49))

    # Initial Conditions
    GU(30) == -96
    A(30) == 25

    # Final Conditions

    # State Constraints
    GU(t) ≥ XO

    # Variable Constraints
    x ≤ 69

    # Control Constraints
    -18 ≥ LM(t) ≥ -66
    C(t) ≤ T
    -5 ≤ vq(t) ≤ P

    # Objective
    (u + x) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (u * M)
# Variable: None
# State: s, Cl, b, Yo
# Control: u, M, SR
# Dynamics
Cl'(t) = ((g * 53) * (-43 / u))
b'(t) = ((a / -78) * (-93 + -26))
Yo'(t) = ((a * N) * (u - N)),
# Initial Conditions
Cl(0) = 94
b(0) = 83
Yo(0) = a,
# Final Conditions
Cl(100) = AE
b(100) = uV
Yo(100) = ga,
# State Constraints
Cl(t) <= Ns
Yo(t) => uV,
# Variable Constraints
,
# Control Constraints
28 <= M(t) <= -29
SR(t) => ga
where a = -32, y = -95, ga = 66, Ns = -40, uV = -31, AE = ((38 * -63) + (86 + 2)), B = ((64 * Ns) + (uV - Ns))","###DSL:
a = -32
y = -95
ga = 66
Ns = -40
uV = -31
AE = ((38 * -63) + (86 + 2))
B = ((64 * Ns) + (uV - Ns))

@def begin
    t ∈ [0, 100], time
    s = (Cl, b, Yo) ∈ R³, state
    u = (M, SR) ∈ R², control

    # Dynamics
    ∂(Cl)(t) == ((g * 53) * (-43 / u))
    ∂(b)(t) == ((a / -78) * (-93 + -26))
    ∂(Yo)(t) == ((a * N) * (u - N))

    # Initial Conditions
    Cl(0) == 94
    b(0) == 83
    Yo(0) == a

    # Final Conditions
    Cl(100) == AE
    b(100) == uV
    Yo(100) == ga

    # State Constraints
    Cl(t) ≤ Ns
    Yo(t) ≥ uV

    # Variable Constraints

    # Control Constraints
    28 ≤ M(t) ≤ -29
    SR(t) ≥ ga

    # Objective
    (u * M) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize ti
# Variable: ti
# State: h
# Control: QH
# Dynamics
,
# Initial Conditions
,
# Final Conditions
,
# State Constraints
h(t) => 61,
# Variable Constraints
,
# Control Constraints
QH(t) <= -81
","###DSL:

@def begin
    ti ∈ R, variable
    t ∈ [ti, 99], time
    h ∈ R, state
    QH ∈ R, control

    # Dynamics

    # Initial Conditions

    # Final Conditions

    # State Constraints
    h(t) ≥ 61

    # Variable Constraints
    ti ≤ 99

    # Control Constraints
    QH(t) ≤ -81

    # Objective
    ti => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (u * o)
# Variable: None
# State: w
# Control: u, IJ, A, o
# Dynamics
w'(t) = ((A * -60) + (A + v)),
# Initial Conditions
w(81) = k,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
-62 <= IJ(t) <= vn
A(t) => -87
o(t) => vn
where k = 78, vn = -5","###DSL:
k = 78
vn = -5

@def begin
    t ∈ [81, 95], time
    w ∈ R, state
    u = (IJ, A, o) ∈ R³, control

    # Dynamics
    ∂(w)(t) == ((A * -60) + (A + v))

    # Initial Conditions
    w(81) == k

    # Final Conditions

    # State Constraints

    # Variable Constraints

    # Control Constraints
    -62 ≤ IJ(t) ≤ vn
    A(t) ≥ -87
    o(t) ≥ vn

    # Objective
    (u * o) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (e - F)
# Variable: None
# State: s, Et, eg, Fu
# Control: u, Z, k, p
# Dynamics
eg'(t) = ((k - -16) + (k * 50))
Fu'(t) = ((88 - k) / (93 + h)),
# Initial Conditions
Et(0) = hG
eg(0) = 75
Fu(0) = -53,
# Final Conditions
Et(87) = -41
eg(87) = hG,
# State Constraints
Et(t) => hG
eg(t) => hG
Fu(t) => hG,
# Variable Constraints
,
# Control Constraints
Z(t) => -14
p(t) <= 58
where hG = 18EK(Fu) = ((F / F) + (-73 - F)), ","###DSL:
hG = 18
EK(Fu) = ((F / F) + (-73 - F))

@def begin
    t ∈ [0, 87], time
    s = (Et, eg, Fu) ∈ R³, state
    u = (Z, k, p) ∈ R³, control

    # Dynamics
    ∂(eg)(t) == ((k - -16) + (k * 50))
    ∂(Fu)(t) == ((88 - k) / (93 + h))

    # Initial Conditions
    Et(0) == hG
    eg(0) == 75
    Fu(0) == -53

    # Final Conditions
    Et(87) == -41
    eg(87) == hG

    # State Constraints
    Et(t) ≥ hG
    eg(t) ≥ hG
    Fu(t) ≥ hG

    # Variable Constraints

    # Control Constraints
    Z(t) ≥ -14
    p(t) ≤ 58

    # Objective
    (e - F) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize yT
# Variable: x, tf, ti
# State: s, l, z, d
# Control: yT
# Dynamics
d'(t) = ((t / x) / (t + -84)),
# Initial Conditions
l(ti) = xj
z(ti) = 60
d(ti) = 40,
# Final Conditions
z(tf) = xj
d(tf) = gs,
# State Constraints
l(t) => gs
z(t) => -33
d(t) => 51,
# Variable Constraints
,
# Control Constraints
yT(t) => gs
where gs = -84, xj = ((gs / 35) + (gs / gs))","###DSL:
gs = -84
xj = ((gs / 35) + (gs / gs))

@def begin
    x = (tf, ti) ∈ R², variable
    t ∈ [ti, tf], time
    s = (l, z, d) ∈ R³, state
    yT ∈ R, control

    # Dynamics
    ∂(d)(t) == ((t / x) / (t + -84))

    # Initial Conditions
    l(ti) == xj
    z(ti) == 60
    d(ti) == 40

    # Final Conditions
    z(tf) == xj
    d(tf) == gs

    # State Constraints
    l(t) ≥ gs
    z(t) ≥ -33
    d(t) ≥ 51

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    yT(t) ≥ gs

    # Objective
    yT => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize z
# Variable: tf
# State: Ui
# Control: z
# Dynamics
Ui'(t) = ((t * -90) * (z / -82)),
# Initial Conditions
Ui(0) = 36,
# Final Conditions
Ui(tf) = 74,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
40 => z(t) => 20
p(Ui) = ((U * -65) / (-33 - U)), g(Ui) = ((9 * U) / (-78 / 30)), ","###DSL:
p(Ui) = ((U * -65) / (-33 - U))
g(Ui) = ((9 * U) / (-78 / 30))

@def begin
    tf ∈ R, variable
    t ∈ [0, tf], time
    Ui ∈ R, state
    z ∈ R, control

    # Dynamics
    ∂(Ui)(t) == ((t * -90) * (z / -82))

    # Initial Conditions
    Ui(0) == 36

    # Final Conditions
    Ui(tf) == 74

    # State Constraints

    # Variable Constraints
    tf ≥ 0

    # Control Constraints
    40 ≥ z(t) ≥ 20

    # Objective
    z => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize vc
# Variable: None
# State: s, vc, d, PU
# Control: DE
# Dynamics
PU'(t) = ((-91 - 25) / (H + -51)),
# Initial Conditions
vc(92) = -97
PU(92) = xT,
# Final Conditions
d(96) = 36
PU(96) = H,
# State Constraints
d(t) <= H
PU(t) <= C,
# Variable Constraints
,
# Control Constraints

where xT = -3, C = 71, U = -43, H = 82g(PU) = ((65 + P) - (-100 / H)), ","###DSL:
xT = -3
C = 71
U = -43
H = 82
g(PU) = ((65 + P) - (-100 / H))

@def begin
    t ∈ [92, 96], time
    s = (vc, d, PU) ∈ R³, state
    DE ∈ R, control

    # Dynamics
    ∂(PU)(t) == ((-91 - 25) / (H + -51))

    # Initial Conditions
    vc(92) == -97
    PU(92) == xT

    # Final Conditions
    d(96) == 36
    PU(96) == H

    # State Constraints
    d(t) ≤ H
    PU(t) ≤ C

    # Variable Constraints

    # Control Constraints

    # Objective
    vc => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (x - n)
# Variable: x, tf, ti, c
# State: s, n, rI
# Control: l
# Dynamics
n'(t) = ((t * W) * (95 * W))
rI'(t) = ((c / x) + (y * 28)),
# Initial Conditions
n(ti) = 72
rI(ti) = -53,
# Final Conditions
n(tf) = 9
rI(tf) = yC,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
l(t) => T
where yC = -94, T = -29, E = -70, Pu = 25, W = ((86 - 34) - (yC - Pu)), f = ((8 * W) * (-11 + T))K(n) = ((-16 - 26) * (-22 * T)), ","###DSL:
yC = -94
T = -29
E = -70
Pu = 25
W = ((86 - 34) - (yC - Pu))
f = ((8 * W) * (-11 + T))
K(n) = ((-16 - 26) * (-22 * T))

@def begin
    x = (tf, ti, c) ∈ R³, variable
    t ∈ [ti, tf], time
    s = (n, rI) ∈ R², state
    l ∈ R, control

    # Dynamics
    ∂(n)(t) == ((t * W) * (95 * W))
    ∂(rI)(t) == ((c / x) + (y * 28))

    # Initial Conditions
    n(ti) == 72
    rI(ti) == -53

    # Final Conditions
    n(tf) == 9
    rI(tf) == yC

    # State Constraints

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    l(t) ≥ T

    # Objective
    (x - n) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (Y * J)
# Variable: None
# State: s, KM, Y, I
# Control: u, o, u, Jg
# Dynamics
KM'(t) = ((-22 - K) / (J - u))
Y'(t) = ((u / 25) * (v - K)),
# Initial Conditions
KM(0) = 18
Y(0) = -75
I(0) = 70,
# Final Conditions
KM(98) = 17
I(98) = -89,
# State Constraints
KM(t) <= 80
I(t) => K,
# Variable Constraints
,
# Control Constraints
o(t) => 82
u(t) <= -30
Jg(t) <= -28
where K = 52, J = 72, L = 98, vT = ((39 * -54) - (K / J))","###DSL:
K = 52
J = 72
L = 98
vT = ((39 * -54) - (K / J))

@def begin
    t ∈ [0, 98], time
    s = (KM, Y, I) ∈ R³, state
    u = (o, u, Jg) ∈ R³, control

    # Dynamics
    ∂(KM)(t) == ((-22 - K) / (J - u))
    ∂(Y)(t) == ((u / 25) * (v - K))

    # Initial Conditions
    KM(0) == 18
    Y(0) == -75
    I(0) == 70

    # Final Conditions
    KM(98) == 17
    I(98) == -89

    # State Constraints
    KM(t) ≤ 80
    I(t) ≥ K

    # Variable Constraints

    # Control Constraints
    o(t) ≥ 82
    u(t) ≤ -30
    Jg(t) ≤ -28

    # Objective
    (Y * J) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (t - R)
# Variable: None
# State: s, tr, oZ, kV
# Control: u, T, H, RR
# Dynamics
tr'(t) = ((16 + 18) + (u * 47)),
# Initial Conditions
oZ(0) = -93
kV(0) = S,
# Final Conditions
oZ(96) = -62
kV(96) = S,
# State Constraints
tr(t) <= MX
oZ(t) => MX
kV(t) => q,
# Variable Constraints
,
# Control Constraints
37 <= T(t) <= S
-34 <= H(t) <= -70
RR(t) => -5
where S = ((10 / -3) * (-58 / -47)), MX = ((S * 88) / (-17 - 34)), q = ((MX + -72) * (-38 + 11))","###DSL:
S = ((10 / -3) * (-58 / -47))
MX = ((S * 88) / (-17 - 34))
q = ((MX + -72) * (-38 + 11))

@def begin
    t ∈ [0, 96], time
    s = (tr, oZ, kV) ∈ R³, state
    u = (T, H, RR) ∈ R³, control

    # Dynamics
    ∂(tr)(t) == ((16 + 18) + (u * 47))

    # Initial Conditions
    oZ(0) == -93
    kV(0) == S

    # Final Conditions
    oZ(96) == -62
    kV(96) == S

    # State Constraints
    tr(t) ≤ MX
    oZ(t) ≥ MX
    kV(t) ≥ q

    # Variable Constraints

    # Control Constraints
    37 ≤ T(t) ≤ S
    -34 ≤ H(t) ≤ -70
    RR(t) ≥ -5

    # Objective
    (t - R) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize I
# Variable: J
# State: I
# Control: f
# Dynamics
,
# Initial Conditions
I(0) = 79,
# Final Conditions
I(92) = 27,
# State Constraints
I(t) => 12,
# Variable Constraints
J <= -39,
# Control Constraints
-22 => f(t) => x
where B = -48, ln = -98, eY = 71, gv = 43, G = ((-29 / eY) / (ln + 69)), x = ((-3 + 89) * (-13 - 96))","###DSL:
B = -48
ln = -98
eY = 71
gv = 43
G = ((-29 / eY) / (ln + 69))
x = ((-3 + 89) * (-13 - 96))

@def begin
    J ∈ R, variable
    t ∈ [0, 92], time
    I ∈ R, state
    f ∈ R, control

    # Dynamics

    # Initial Conditions
    I(0) == 79

    # Final Conditions
    I(92) == 27

    # State Constraints
    I(t) ≥ 12

    # Variable Constraints
    J ≥ -39

    # Control Constraints
    -22 ≥ f(t) ≥ x

    # Objective
    I => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize u
# Variable: x, tf, TC, q
# State: z
# Control: u, Bo, sB, ng
# Dynamics
,
# Initial Conditions
,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
TC => iE
q <= 26,
# Control Constraints
Bo(t) <= -20
-41 <= sB(t) <= 14
ng(t) => kC
where bS = 49, c = 37, iE = -22, kC = 58","###DSL:
bS = 49
c = 37
iE = -22
kC = 58

@def begin
    x = (tf, TC, q) ∈ R³, variable
    t ∈ [0, tf], time
    z ∈ R, state
    u = (Bo, sB, ng) ∈ R³, control

    # Dynamics

    # Initial Conditions

    # Final Conditions

    # State Constraints

    # Variable Constraints
    tf ≥ 0
    TC ≥ iE
    q ≤ 26

    # Control Constraints
    Bo(t) ≤ -20
    -41 ≤ sB(t) ≤ 14
    ng(t) ≥ kC

    # Objective
    u => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize xu
# Variable: ti
# State: wP
# Control: xu
# Dynamics
,
# Initial Conditions
,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
xu(t) <= -80
IS(wP) = ((w - w) + (-14 / w)), BH(wP) = ((9 / 48) * (-40 / -96)), Hh(wP) = ((w / w) + (w * w)), ","###DSL:
IS(wP) = ((w - w) + (-14 / w))
BH(wP) = ((9 / 48) * (-40 / -96))
Hh(wP) = ((w / w) + (w * w))

@def begin
    ti ∈ R, variable
    t ∈ [ti, 84], time
    wP ∈ R, state
    xu ∈ R, control

    # Dynamics

    # Initial Conditions

    # Final Conditions

    # State Constraints

    # Variable Constraints
    ti ≤ 84

    # Control Constraints
    xu(t) ≤ -80

    # Objective
    xu => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize u
# Variable: x, Z, HM, tf
# State: s, WU, I
# Control: u, eQ, w
# Dynamics
WU'(t) = ((Z * e) - (x * 52))
I'(t) = ((e - 32) * (-66 / -75)),
# Initial Conditions
I(24) = -30,
# Final Conditions
I(tf) = l,
# State Constraints
WU(t) => -54,
# Variable Constraints
,
# Control Constraints
eQ(t) => l
-82 => w(t) => -76
where l = -5","###DSL:
l = -5

@def begin
    x = (Z, HM, tf) ∈ R³, variable
    t ∈ [24, tf], time
    s = (WU, I) ∈ R², state
    u = (eQ, w) ∈ R², control

    # Dynamics
    ∂(WU)(t) == ((Z * e) - (x * 52))
    ∂(I)(t) == ((e - 32) * (-66 / -75))

    # Initial Conditions
    I(24) == -30

    # Final Conditions
    I(tf) == l

    # State Constraints
    WU(t) ≥ -54

    # Variable Constraints
    tf ≥ 24

    # Control Constraints
    eQ(t) ≥ l
    -82 ≥ w(t) ≥ -76

    # Objective
    u => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (A + d)
# Variable: tf
# State: dj
# Control: u, C, cl, A
# Dynamics
,
# Initial Conditions
dj(61) = Ic,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
C(t) => 31
cl(t) => U
A(t) <= 71
where Ic = 6, U = 16A(dj) = ((I + d) * (d - I)), B(dj) = ((U + -44) * (d * d)), TY(dj) = ((-66 * -92) - (I - 26)), ","###DSL:
Ic = 6
U = 16
A(dj) = ((I + d) * (d - I))
B(dj) = ((U + -44) * (d * d))
TY(dj) = ((-66 * -92) - (I - 26))

@def begin
    tf ∈ R, variable
    t ∈ [61, tf], time
    dj ∈ R, state
    u = (C, cl, A) ∈ R³, control

    # Dynamics

    # Initial Conditions
    dj(61) == Ic

    # Final Conditions

    # State Constraints

    # Variable Constraints
    tf ≥ 61

    # Control Constraints
    C(t) ≥ 31
    cl(t) ≥ U
    A(t) ≤ 71

    # Objective
    (A + d) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize bv
# Variable: x, tf, U, ti
# State: s, pG, Fb, bv
# Control: u, u, y
# Dynamics
pG'(t) = ((-92 * y) - (u * -9))
bv'(t) = ((U / u) - (68 - t)),
# Initial Conditions
Fb(ti) = -1,
# Final Conditions
pG(tf) = 97
Fb(tf) = 36,
# State Constraints
Fb(t) <= -39
bv(t) => -86,
# Variable Constraints
,
# Control Constraints
u(t) => -52
y(t) => 77
","###DSL:

@def begin
    x = (tf, U, ti) ∈ R³, variable
    t ∈ [ti, tf], time
    s = (pG, Fb, bv) ∈ R³, state
    u = (u, y) ∈ R², control

    # Dynamics
    ∂(pG)(t) == ((-92 * y) - (u * -9))
    ∂(bv)(t) == ((U / u) - (68 - t))

    # Initial Conditions
    Fb(ti) == -1

    # Final Conditions
    pG(tf) == 97
    Fb(tf) == 36

    # State Constraints
    Fb(t) ≤ -39
    bv(t) ≥ -86

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    u(t) ≥ -52
    y(t) ≥ 77

    # Objective
    bv => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize BY
# Variable: None
# State: s, al, BY
# Control: u, Z, f, D
# Dynamics
al'(t) = ((Q - 13) - (40 / -2)),
# Initial Conditions
al(66) = QD,
# Final Conditions
al(75) = P,
# State Constraints
al(t) <= 61
BY(t) => QD,
# Variable Constraints
,
# Control Constraints
96 => Z(t) => P
f(t) => QD
-4 => D(t) => -52
where P = ((97 * -13) * (79 * 41)), QD = ((P * -10) / (-60 + P))","###DSL:
P = ((97 * -13) * (79 * 41))
QD = ((P * -10) / (-60 + P))

@def begin
    t ∈ [66, 75], time
    s = (al, BY) ∈ R², state
    u = (Z, f, D) ∈ R³, control

    # Dynamics
    ∂(al)(t) == ((Q - 13) - (40 / -2))

    # Initial Conditions
    al(66) == QD

    # Final Conditions
    al(75) == P

    # State Constraints
    al(t) ≤ 61
    BY(t) ≥ QD

    # Variable Constraints

    # Control Constraints
    96 ≥ Z(t) ≥ P
    f(t) ≥ QD
    -4 ≥ D(t) ≥ -52

    # Objective
    BY => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (D * u)
# Variable: x, j, tf, e
# State: z
# Control: u, u, D
# Dynamics
,
# Initial Conditions
,
# Final Conditions
z(tf) = M,
# State Constraints
z(t) <= -46,
# Variable Constraints
j <= M,
# Control Constraints
-8 => u(t) => M
where M = 33","###DSL:
M = 33

@def begin
    x = (j, tf, e) ∈ R³, variable
    t ∈ [0, tf], time
    z ∈ R, state
    u = (u, D) ∈ R², control

    # Dynamics

    # Initial Conditions

    # Final Conditions
    z(tf) == M

    # State Constraints
    z(t) ≤ -46

    # Variable Constraints
    j ≥ M
    tf ≥ 0

    # Control Constraints
    -8 ≥ u(t) ≥ M

    # Objective
    (D * u) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize fC
# Variable: OB
# State: S
# Control: u, C, fC
# Dynamics
,
# Initial Conditions
S(0) = jO,
# Final Conditions
S(92) = -95,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
C(t) => qg
j => fC(t) => 3
where T = 62, j = 13, jO = 94, qg = 36","###DSL:
T = 62
j = 13
jO = 94
qg = 36

@def begin
    OB ∈ R, variable
    t ∈ [0, 92], time
    S ∈ R, state
    u = (C, fC) ∈ R², control

    # Dynamics

    # Initial Conditions
    S(0) == jO

    # Final Conditions
    S(92) == -95

    # State Constraints

    # Variable Constraints

    # Control Constraints
    C(t) ≥ qg
    j ≥ fC(t) ≥ 3

    # Objective
    fC => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (k - Y)
# Variable: None
# State: s, L, YZ
# Control: u, c, kG
# Dynamics
YZ'(t) = ((14 + 23) * (-48 / u)),
# Initial Conditions
L(0) = -31
YZ(0) = 13,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
68 => kG(t) => -41
Id(YZ) = ((-59 / Y) / (-7 + Y)), DD(L) = ((L / L) + (L - -67)), ","###DSL:
Id(YZ) = ((-59 / Y) / (-7 + Y))
DD(L) = ((L / L) + (L - -67))

@def begin
    t ∈ [0, 96], time
    s = (L, YZ) ∈ R², state
    u = (c, kG) ∈ R², control

    # Dynamics
    ∂(YZ)(t) == ((14 + 23) * (-48 / u))

    # Initial Conditions
    L(0) == -31
    YZ(0) == 13

    # Final Conditions

    # State Constraints

    # Variable Constraints

    # Control Constraints
    68 ≥ kG(t) ≥ -41

    # Objective
    (k - Y) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize Nm
# Variable: x, tf, Hv
# State: s, C, Di
# Control: Nm
# Dynamics
Di'(t) = ((u / H) + (N / -32)),
# Initial Conditions
,
# Final Conditions
C(tf) = HI
Di(tf) = X,
# State Constraints
C(t) => X
Di(t) <= yY,
# Variable Constraints
,
# Control Constraints
-86 => Nm(t) => -93
where Co = 4, uo = 75, yY = -35, SK = ((uo - -68) / (yY * yY)), X = ((Co * 73) + (uo - -7)), HI = ((SK - X) - (94 + 57))","###DSL:
Co = 4
uo = 75
yY = -35
SK = ((uo - -68) / (yY * yY))
X = ((Co * 73) + (uo - -7))
HI = ((SK - X) - (94 + 57))

@def begin
    x = (tf, Hv) ∈ R², variable
    t ∈ [0, tf], time
    s = (C, Di) ∈ R², state
    Nm ∈ R, control

    # Dynamics
    ∂(Di)(t) == ((u / H) + (N / -32))

    # Initial Conditions

    # Final Conditions
    C(tf) == HI
    Di(tf) == X

    # State Constraints
    C(t) ≥ X
    Di(t) ≤ yY

    # Variable Constraints
    tf ≥ 0

    # Control Constraints
    -86 ≥ Nm(t) ≥ -93

    # Objective
    Nm => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize r
# Variable: x, tf, Uh
# State: s, oz, Wq, r
# Control: u, C, Mu
# Dynamics
oz'(t) = ((t / 27) + (u + -2))
Wq'(t) = ((u / -43) * (-75 * t)),
# Initial Conditions
oz(23) = 8
Wq(23) = 0,
# Final Conditions
oz(tf) = -100,
# State Constraints
oz(t) <= -57
r(t) <= -2,
# Variable Constraints
Uh <= 87,
# Control Constraints
Mu(t) <= 56
E(Wq) = ((W + 88) - (26 * W)), MH(Wq) = ((W / -38) * (W + W)), c(oz) = ((98 + o) + (o + o)), ","###DSL:
E(Wq) = ((W + 88) - (26 * W))
MH(Wq) = ((W / -38) * (W + W))
c(oz) = ((98 + o) + (o + o))

@def begin
    x = (tf, Uh) ∈ R², variable
    t ∈ [23, tf], time
    s = (oz, Wq, r) ∈ R³, state
    u = (C, Mu) ∈ R², control

    # Dynamics
    ∂(oz)(t) == ((t / 27) + (u + -2))
    ∂(Wq)(t) == ((u / -43) * (-75 * t))

    # Initial Conditions
    oz(23) == 8
    Wq(23) == 0

    # Final Conditions
    oz(tf) == -100

    # State Constraints
    oz(t) ≤ -57
    r(t) ≤ -2

    # Variable Constraints
    tf ≥ 23
    Uh ≥ 87

    # Control Constraints
    Mu(t) ≤ 56

    # Objective
    r => max
end
<TOKEN_FINAL>"
